"RaterID","Batch.x","Text","Trial","Time.x","Rating","Batch.y","Time.y","Sex","Age","NativeLanguage","NativeLanguage2","NativeLanguageOther","Country","Education","Profession","OtherOccupation","TeacherFollowUp","StudentFollowUp"
"58a454efd25ae","L","GermanTexts/L/M_PLD_11_narr_D_C_2.txt",2,1487164728652,4,"L","20170215-14:17:35","male",37,"mono-German",NA,NA,"DE","Master","Linguist",NA,NA,NA
"58a454efd25ae","L","GermanTexts/L/F_PLD_6_arg_D_C_2.txt",3,1487164736542,3,"L","20170215-14:17:35","male",37,"mono-German",NA,NA,"DE","Master","Linguist",NA,NA,NA
"58a454efd25ae","L","GermanTexts/L/O_PLD_13_arg_D_C_1.txt",4,1487164747176,4,"L","20170215-14:17:35","male",37,"mono-German",NA,NA,"DE","Master","Linguist",NA,NA,NA
"58a454efd25ae","L","GermanTexts/L/AB_PLD_3_narr_D_C_3.txt",5,1487164759560,5,"L","20170215-14:17:35","male",37,"mono-German",NA,NA,"DE","Master","Linguist",NA,NA,NA
"58a454efd25ae","L","GermanTexts/L/M_PLD_9_narr_D_C_3.txt",6,1487164770770,5,"L","20170215-14:17:35","male",37,"mono-German",NA,NA,"DE","Master","Linguist",NA,NA,NA
"58a454efd25ae","L","GermanTexts/L/E_PLD_7_narr_D_C_2.txt",7,1487164774452,3,"L","20170215-14:17:35","male",37,"mono-German",NA,NA,"DE","Master","Linguist",NA,NA,NA
"58a454efd25ae","L","GermanTexts/L/O_PLD_16_arg_D_C_1.txt",8,1487164779884,6,"L","20170215-14:17:35","male",37,"mono-German",NA,NA,"DE","Master","Linguist",NA,NA,NA
"58a454efd25ae","L","GermanTexts/L/S_CD_11_arg_D_C_2.txt",9,1487164788610,4,"L","20170215-14:17:35","male",37,"mono-German",NA,NA,"DE","Master","Linguist",NA,NA,NA
"58a454efd25ae","L","GermanTexts/L/L_PLD_6_narr_D_C_2.txt",10,1487164801205,5,"L","20170215-14:17:35","male",37,"mono-German",NA,NA,"DE","Master","Linguist",NA,NA,NA
"58a454efd25ae","L","GermanTexts/L/V_CD_18_narr_D_C_2.txt",11,1487164809517,7,"L","20170215-14:17:35","male",37,"mono-German",NA,NA,"DE","Master","Linguist",NA,NA,NA
"58a454efd25ae","L","GermanTexts/L/H_PLD_2_arg_D_C_2.txt",12,1487164814030,3,"L","20170215-14:17:35","male",37,"mono-German",NA,NA,"DE","Master","Linguist",NA,NA,NA
"58a454efd25ae","L","GermanTexts/L/H_PLD_4_narr_D_C_2.txt",13,1487164821929,3,"L","20170215-14:17:35","male",37,"mono-German",NA,NA,"DE","Master","Linguist",NA,NA,NA
"58a454efd25ae","L","GermanTexts/L/N_CD_8_narr_D_C_2.txt",14,1487164829295,6,"L","20170215-14:17:35","male",37,"mono-German",NA,NA,"DE","Master","Linguist",NA,NA,NA
"58a454efd25ae","L","GermanTexts/L/O_PLD_14_arg_D_C_2.txt",15,1487164835690,4,"L","20170215-14:17:35","male",37,"mono-German",NA,NA,"DE","Master","Linguist",NA,NA,NA
"58a454efd25ae","L","GermanTexts/L/N_CD_6_narr_D_C_3.txt",16,1487164851910,6,"L","20170215-14:17:35","male",37,"mono-German",NA,NA,"DE","Master","Linguist",NA,NA,NA
"58a454efd25ae","L","GermanTexts/L/U_CD_8_arg_D_C_2.txt",17,1487164860463,4,"L","20170215-14:17:35","male",37,"mono-German",NA,NA,"DE","Master","Linguist",NA,NA,NA
"58a454efd25ae","L","GermanTexts/L/O_PLD_17_arg_D_C_3.txt",18,1487164865616,5,"L","20170215-14:17:35","male",37,"mono-German",NA,NA,"DE","Master","Linguist",NA,NA,NA
"58a454efd25ae","L","GermanTexts/L/V_CD_26_narr_D_C_1.txt",19,1487164869200,3,"L","20170215-14:17:35","male",37,"mono-German",NA,NA,"DE","Master","Linguist",NA,NA,NA
"58a454efd25ae","L","GermanTexts/L/V_CD_16_narr_D_C_2.txt",20,1487164875484,5,"L","20170215-14:17:35","male",37,"mono-German",NA,NA,"DE","Master","Linguist",NA,NA,NA
"58a454efd25ae","L","GermanTexts/L/M_PLD_10_narr_D_C_1.txt",21,1487164880199,4,"L","20170215-14:17:35","male",37,"mono-German",NA,NA,"DE","Master","Linguist",NA,NA,NA
"58a454efd25ae","L","GermanTexts/L/U_CD_10_arg_D_C_3.txt",22,1487164884362,3,"L","20170215-14:17:35","male",37,"mono-German",NA,NA,"DE","Master","Linguist",NA,NA,NA
"58a454efd25ae","L","GermanTexts/L/S_CD_10_narr_D_C_3.txt",23,1487164894184,4,"L","20170215-14:17:35","male",37,"mono-German",NA,NA,"DE","Master","Linguist",NA,NA,NA
"58a454efd25ae","L","GermanTexts/L/O_PLD_9_arg_D_C_1.txt",24,1487164899077,4,"L","20170215-14:17:35","male",37,"mono-German",NA,NA,"DE","Master","Linguist",NA,NA,NA
"58a454efd25ae","L","GermanTexts/L/AG_PLD_2_narr_D_C_3.txt",25,1487164905800,4,"L","20170215-14:17:35","male",37,"mono-German",NA,NA,"DE","Master","Linguist",NA,NA,NA
"58a454efd25ae","L","GermanTexts/L/N_CD_19_arg_D_C_1.txt",26,1487164910583,3,"L","20170215-14:17:35","male",37,"mono-German",NA,NA,"DE","Master","Linguist",NA,NA,NA
"58a454efd25ae","L","GermanTexts/L/L_PLD_10_arg_D_C_1.txt",27,1487164914592,3,"L","20170215-14:17:35","male",37,"mono-German",NA,NA,"DE","Master","Linguist",NA,NA,NA
